Ngày,Khu vực,Nhà Phân Phối,Sản phẩm, Doanh thu 
05-Dec-2019,Miền Trung,Gà Excel,SP 01, 239.85 
06-Jan-2019,Miền Trung,VNPT,SP 07, 45.83 
18-Nov-2019,Miền Trung,Viettel,SP 09, 48.75 
20-Dec-2020,Miền Trung,FPT,SP 02, 19.55 
17-Nov-2020,Miền Nam,Gà Excel,SP 06, 88.20 
30-Apr-2019,Miền Nam,VNPT,SP 06, 90.00 
04-Nov-2020,Miền Bắc,Viettel,SP 07, 23.50 
05-Aug-2019,Miền Nam,FPT,SP 07, 46.53 
16-Dec-2019,Miền Bắc,Gà Excel,SP 07, 47.00 
22-May-2019,Miền Nam,VNPT,SP 09, 25.00 
17-Jun-2019,Miền Nam,Viettel,SP 02, 59.85 
25-Dec-2019,Miền Bắc,FPT,SP 03, 50.00 
17-Nov-2019,Miền Trung,Gà Excel,SP 09, 25.00 
21-Dec-2020,Miền Trung,VNPT,SP 03, 300.00 
29-Dec-2019,Miền Trung,Viettel,SP 03, 73.13 
01-Dec-2020,Miền Bắc,FPT,SP 08, 45.90 
10-Dec-2019,Miền Nam,Gà Excel,SP 10, 82.50 
29-Nov-2020,Miền Nam,VNPT,SP 07, 45.59 
12-Dec-2019,Miền Bắc,Viettel,SP 08, 45.90 
25-Dec-2019,Miền Nam,FPT,SP 09, 49.50 
18-Jun-2019,Miền Trung,Gà Excel,SP 05, 44.98 
17-Nov-2020,Miền Trung,VNPT,SP 07, 23.15 
05-Nov-2019,Miền Trung,Viettel,SP 01, 239.85 
11-Jun-2019,Miền Nam,FPT,SP 03, 24.25 
02-Nov-2019,Miền Bắc,Gà Excel,SP 08, 68.16 
11-Dec-2020,Miền Nam,VNPT,SP 09, 150.00 
27-Feb-2019,Miền Trung,Viettel,SP 09, 48.50 
18-Dec-2019,Miền Trung,FPT,SP 09, 50.00 
31-Dec-2020,Miền Trung,Gà Excel,SP 09, 25.00 
07-Oct-2020,Miền Nam,VNPT,SP 09, 25.00 
29-Mar-2019,Miền Nam,Viettel,SP 08, 68.16 
28-Dec-2020,Miền Nam,FPT,SP 03, 49.25 
29-Mar-2020,Miền Trung,Gà Excel,SP 08, 45.21 
25-Nov-2019,Miền Bắc,VNPT,SP 02, 59.25 
22-Nov-2020,Miền Nam,Viettel,SP 03, 75.00 
10-May-2019,Miền Trung,FPT,SP 09, 50.00 
03-Nov-2020,Miền Trung,Gà Excel,SP 08, 436.05 
25-Feb-2019,Miền Trung,VNPT,SP 09, 75.00 
14-Nov-2019,Miền Nam,Viettel,SP 06, 90.00 
20-Nov-2020,Miền Nam,FPT,SP 07, 68.74 
05-Nov-2019,Miền Trung,Gà Excel,SP 06, 88.65 
28-Dec-2019,Miền Nam,VNPT,SP 04, 34.00 
17-Apr-2020,Miền Nam,Viettel,SP 05, 44.75 
20-Jan-2019,Miền Nam,FPT,SP 04, 68.00 
06-Feb-2019,Miền Nam,Gà Excel,SP 07, 69.80 
11-Feb-2020,Miền Trung,VNPT,SP 05, 44.98 
03-Dec-2019,Miền Trung,Viettel,SP 05, 44.52 
20-Nov-2020,Miền Nam,FPT,SP 01, 79.95 
08-Oct-2020,Miền Trung,Gà Excel,SP 09, 25.00 
02-Apr-2020,Miền Nam,VNPT,SP 04, 34.00 
15-Aug-2020,Miền Nam,Viettel,SP 06, 59.40 
23-Nov-2020,Miền Bắc,FPT,SP 06, 58.20 
08-Aug-2019,Miền Bắc,Gà Excel,SP 03, 72.75 
26-Jul-2019,Miền Bắc,VNPT,SP 09, 48.75 
31-Oct-2020,Miền Trung,Viettel,SP 09, 50.00 
07-Dec-2020,Miền Bắc,FPT,SP 03, 75.00 
29-Jan-2020,Miền Trung,Gà Excel,SP 02, 19.55 
27-Nov-2020,Miền Bắc,VNPT,SP 08, 67.47 
07-Apr-2019,Miền Bắc,Viettel,SP 05, 45.90 
05-Nov-2019,Miền Bắc,FPT,SP 01, 158.30 
09-Mar-2019,Miền Trung,Gà Excel,SP 02, 39.90 
14-Nov-2020,Miền Nam,VNPT,SP 07, 46.53 
18-Feb-2020,Miền Bắc,Viettel,SP 08, 68.85 
29-Jun-2019,Miền Trung,FPT,SP 01, 239.85 
03-Nov-2019,Miền Bắc,Gà Excel,SP 04, 34.00 
25-Apr-2020,Miền Nam,VNPT,SP 09, 50.00 
06-Dec-2019,Miền Bắc,Viettel,SP 07, 70.50 
03-Jan-2020,Miền Nam,FPT,SP 08, 68.85 
09-Nov-2019,Miền Bắc,Gà Excel,SP 09, 350.00 
24-Sep-2020,Miền Trung,VNPT,SP 01, 233.85 
16-Apr-2019,Miền Trung,Viettel,SP 04, 68.00 
07-Aug-2020,Miền Trung,FPT,SP 05, 22.26 
06-Feb-2020,Miền Trung,Gà Excel,SP 09, 50.00 
18-Apr-2019,Miền Bắc,VNPT,SP 02, 414.76 
28-May-2019,Miền Nam,Viettel,SP 02, 19.95 
09-Nov-2020,Miền Bắc,FPT,SP 05, 45.90 
01-Mar-2020,Miền Nam,Gà Excel,SP 01, 311.81 
20-Dec-2020,Miền Trung,VNPT,SP 09, 75.00 
22-Jun-2019,Miền Bắc,Viettel,SP 09, 75.00 
08-Jul-2020,Miền Nam,FPT,SP 04, 544.00 
21-Sep-2020,Miền Nam,Gà Excel,SP 02, 58.95 
25-Aug-2019,Miền Trung,VNPT,SP 02, 39.90 
27-Dec-2020,Miền Nam,Viettel,SP 07, 45.83 
03-Jul-2019,Miền Nam,FPT,SP 05, 45.90 
09-Sep-2019,Miền Trung,Gà Excel,SP 02, 59.85 
23-Sep-2020,Miền Trung,VNPT,SP 04, 102.00 
29-Dec-2020,Miền Bắc,Viettel,SP 07, 46.30 
03-Dec-2019,Miền Nam,FPT,SP 01, 159.90 
07-Nov-2020,Miền Bắc,Gà Excel,SP 06, 116.40 
27-Jun-2019,Miền Trung,VNPT,SP 10, 54.45 
08-Feb-2020,Miền Nam,Viettel,SP 07, 23.50 
08-May-2019,Miền Trung,FPT,SP 07, 46.53 
24-Dec-2020,Miền Nam,Gà Excel,SP 01, 159.90 
02-Jan-2020,Miền Nam,VNPT,SP 02, 19.95 
29-Dec-2020,Miền Trung,Viettel,SP 07, 47.00 
14-Oct-2019,Miền Bắc,FPT,SP 05, 22.95 
01-Feb-2020,Miền Bắc,Gà Excel,SP 02, 339.15 
18-Nov-2020,Miền Bắc,VNPT,SP 03, 24.25 
18-Nov-2020,Miền Nam,Viettel,SP 03, 75.00 
11-Dec-2019,Miền Nam,FPT,SP 01, 156.70 
28-Dec-2020,Miền Bắc,Gà Excel,SP 08, 44.75 
17-Feb-2019,Miền Trung,VNPT,SP 03, 72.75 
13-Dec-2019,Miền Nam,Viettel,SP 09, 297.00 
07-Nov-2020,Miền Nam,FPT,SP 07, 46.30 
01-Nov-2019,Miền Bắc,Gà Excel,SP 05, 550.80 
02-Dec-2019,Miền Nam,VNPT,SP 05, 44.52 
17-Dec-2019,Miền Bắc,Viettel,SP 02, 58.35 
12-Dec-2020,Miền Trung,FPT,SP 10, 82.50 
06-Oct-2020,Miền Nam,Gà Excel,SP 03, 25.00 
26-Dec-2019,Miền Bắc,VNPT,SP 09, 25.00 
28-Sep-2020,Miền Trung,Viettel,SP 04, 68.00 
03-Nov-2020,Miền Nam,FPT,SP 09, 25.00 
05-Feb-2019,Miền Trung,Gà Excel,SP 10, 54.45 
18-Dec-2019,Miền Nam,VNPT,SP 06, 60.00 
10-Nov-2020,Miền Nam,Viettel,SP 08, 68.85 
11-Sep-2020,Miền Nam,FPT,SP 09, 75.00 
17-Dec-2019,Miền Trung,Gà Excel,SP 08, 68.85 
20-Aug-2019,Miền Nam,VNPT,SP 03, 72.75 
26-Jun-2020,Miền Trung,Viettel,SP 09, 73.88 
01-Nov-2020,Miền Bắc,FPT,SP 06, 87.30 
29-Nov-2019,Miền Bắc,Gà Excel,SP 04, 68.00 
18-Dec-2020,Miền Bắc,VNPT,SP 01, 159.90 
05-Dec-2019,Miền Trung,Viettel,SP 08, 183.60 
03-Jul-2019,Miền Nam,FPT,SP 04, 98.94 
05-Nov-2019,Miền Nam,Gà Excel,SP 05, 44.52 
25-Jul-2019,Miền Trung,VNPT,SP 01, 158.30 
20-Aug-2020,Miền Trung,Viettel,SP 03, 49.50 
20-Dec-2020,Miền Nam,FPT,SP 02, 39.50 
11-Nov-2019,Miền Trung,Gà Excel,SP 03, 414.38 
14-May-2020,Miền Trung,VNPT,SP 09, 25.00 
16-Nov-2019,Miền Trung,Viettel,SP 06, 87.75 
14-Jun-2019,Miền Trung,FPT,SP 10, 82.50 
05-Feb-2020,Miền Nam,Gà Excel,SP 04, 272.00 
05-Dec-2020,Miền Bắc,VNPT,SP 09, 50.00 
20-Nov-2020,Miền Trung,Viettel,SP 05, 44.52 
28-Aug-2019,Miền Bắc,FPT,SP 04, 99.45 
02-Nov-2020,Miền Trung,Gà Excel,SP 04, 499.80 
21-Jul-2019,Miền Bắc,VNPT,SP 01, 157.50 
06-Apr-2020,Miền Nam,Viettel,SP 08, 44.52 
01-Dec-2020,Miền Trung,FPT,SP 06, 60.00 
16-Jun-2020,Miền Trung,Gà Excel,SP 04, 32.98 
27-Oct-2020,Miền Nam,VNPT,SP 02, 39.10 
12-Nov-2020,Miền Bắc,Viettel,SP 05, 22.72 
04-Jul-2020,Miền Bắc,FPT,SP 04, 102.00 
27-Jan-2020,Miền Trung,Gà Excel,SP 08, 413.10 
22-Aug-2019,Miền Nam,VNPT,SP 04, 99.45 
19-Nov-2019,Miền Nam,Viettel,SP 07, 23.15 
12-Nov-2019,Miền Nam,FPT,SP 03, 425.00 
12-Jul-2020,Miền Trung,Gà Excel,SP 08, 45.90 
26-Apr-2020,Miền Bắc,VNPT,SP 05, 45.90 
16-Aug-2020,Miền Nam,Viettel,SP 02, 19.45 
10-Nov-2020,Miền Bắc,FPT,SP 04, 98.94 
13-Dec-2020,Miền Nam,Gà Excel,SP 06, 30.00 
08-Jun-2020,Miền Nam,VNPT,SP 02, 99.75 
18-Nov-2020,Miền Trung,Viettel,SP 01, 158.30 
24-Jul-2020,Miền Bắc,FPT,SP 04, 99.96 
14-Oct-2020,Miền Nam,Gà Excel,SP 06, 59.40 
28-Jan-2019,Miền Trung,VNPT,SP 08, 22.95 
16-Nov-2020,Miền Bắc,Viettel,SP 08, 22.95 
25-Nov-2019,Miền Nam,FPT,SP 03, 73.50 
24-Nov-2019,Miền Trung,Gà Excel,SP 06, 30.00 
11-Jun-2020,Miền Trung,VNPT,SP 03, 74.25 
13-Sep-2020,Miền Nam,Viettel,SP 10, 550.00 
27-Sep-2020,Miền Bắc,FPT,SP 02, 19.95 
22-Nov-2019,Miền Bắc,Gà Excel,SP 03, 24.75 
13-Nov-2019,Miền Nam,VNPT,SP 02, 39.90 
11-Nov-2020,Miền Bắc,Viettel,SP 04, 33.32 
15-Dec-2019,Miền Bắc,FPT,SP 04, 34.00 
11-Dec-2019,Miền Bắc,Gà Excel,SP 03, 75.00 
06-Nov-2020,Miền Bắc,VNPT,SP 08, 22.95 
22-Jul-2019,Miền Trung,Viettel,SP 04, 100.47 
15-Jul-2020,Miền Nam,FPT,SP 05, 44.52 
18-Apr-2020,Miền Nam,Gà Excel,SP 04, 65.96 
04-Jan-2020,Miền Trung,VNPT,SP 03, 48.50 
10-Jan-2020,Miền Trung,Viettel,SP 02, 478.80 
23-Nov-2020,Miền Trung,FPT,SP 09, 24.38 
07-Mar-2019,Miền Trung,Gà Excel,SP 03, 48.50 
10-Nov-2020,Miền Nam,VNPT,SP 09, 487.50 
09-Nov-2020,Miền Nam,Viettel,SP 10, 54.45 
07-Dec-2019,Miền Nam,FPT,SP 05, 494.80 
14-Jan-2020,Miền Nam,Gà Excel,SP 08, 267.14 
18-Dec-2019,Miền Nam,VNPT,SP 08, 67.13 
11-Apr-2020,Miền Nam,Viettel,SP 04, 67.32 
01-Nov-2020,Miền Trung,FPT,SP 02, 97.26 
03-Jul-2020,Miền Nam,Gà Excel,SP 02, 78.60 
24-Oct-2019,Miền Bắc,VNPT,SP 09, 75.00 
07-Nov-2019,Miền Bắc,Viettel,SP 04, 34.00 
05-Nov-2020,Miền Nam,FPT,SP 09, 73.13 
13-Nov-2020,Miền Trung,Gà Excel,SP 07, 46.06 
06-Apr-2020,Miền Nam,VNPT,SP 04, 102.00 
29-Aug-2019,Miền Nam,Viettel,SP 02, 58.35 
26-Nov-2019,Miền Nam,FPT,SP 03, 74.25 
06-May-2019,Miền Trung,Gà Excel,SP 05, 68.85 
11-Dec-2020,Miền Nam,VNPT,SP 04, 33.49 
06-Jun-2020,Miền Nam,Viettel,SP 09, 50.00 
14-Dec-2019,Miền Trung,FPT,SP 03, 25.00 
09-Nov-2020,Miền Trung,Gà Excel,SP 03, 275.00 
11-Dec-2020,Miền Trung,VNPT,SP 09, 50.00 
25-May-2019,Miền Trung,Viettel,SP 04, 68.00 
03-May-2019,Miền Bắc,FPT,SP 05, 22.95 
13-Sep-2019,Miền Bắc,Gà Excel,SP 02, 279.30 
05-May-2020,Miền Trung,VNPT,SP 04, 102.00 
19-Nov-2019,Miền Bắc,Viettel,SP 02, 58.35 
07-Nov-2020,Miền Nam,FPT,SP 01, 78.75 
05-Mar-2020,Miền Nam,Gà Excel,SP 08, 22.95 
14-Dec-2019,Miền Trung,VNPT,SP 10, 27.50 
21-Jan-2020,Miền Nam,Viettel,SP 04, 33.15 
16-Jan-2019,Miền Trung,FPT,SP 07, 47.00 
10-Aug-2020,Miền Bắc,Gà Excel,SP 02, 38.90 
24-Dec-2019,Miền Trung,VNPT,SP 02, 39.90 
10-Sep-2020,Miền Nam,Viettel,SP 05, 45.90 
30-Jun-2019,Miền Trung,FPT,SP 05, 321.30 
30-Nov-2020,Miền Nam,Gà Excel,SP 07, 68.39 
27-Nov-2019,Miền Nam,VNPT,SP 10, 55.00 
21-Sep-2019,Miền Nam,Viettel,SP 06, 87.75 
06-Dec-2020,Miền Trung,FPT,SP 10, 27.50 
09-Jul-2020,Miền Trung,Gà Excel,SP 02, 38.70 
10-Nov-2019,Miền Trung,VNPT,SP 01, 239.85 
07-Nov-2019,Miền Trung,Viettel,SP 06, 87.75 
05-Mar-2020,Miền Bắc,FPT,SP 07, 46.06 
01-Jul-2019,Miền Nam,Gà Excel,SP 09, 49.00 
31-Jan-2019,Miền Bắc,VNPT,SP 05, 22.95 
28-Oct-2019,Miền Nam,Viettel,SP 08, 22.72 
27-Nov-2020,Miền Bắc,FPT,SP 09, 25.00 
13-Jun-2019,Miền Trung,Gà Excel,SP 03, 24.50 
13-Apr-2019,Miền Nam,VNPT,SP 02, 58.95 
23-May-2020,Miền Trung,Viettel,SP 02, 19.35 
04-Feb-2020,Miền Trung,FPT,SP 04, 32.98 
14-Jul-2019,Miền Nam,Gà Excel,SP 07, 70.50 
04-Dec-2020,Miền Nam,VNPT,SP 10, 53.63 
29-Jul-2020,Miền Nam,Viettel,SP 02, 38.70 
12-Apr-2019,Miền Nam,FPT,SP 04, 33.66 
08-Dec-2019,Miền Bắc,Gà Excel,SP 05, 45.44 
15-Dec-2020,Miền Nam,VNPT,SP 05, 66.78 
02-Oct-2020,Miền Nam,Viettel,SP 08, 22.49 
16-Sep-2019,Miền Bắc,FPT,SP 06, 60.00 
17-Nov-2019,Miền Bắc,Gà Excel,SP 07, 94.00 
22-Dec-2019,Miền Bắc,VNPT,SP 09, 98.00 
11-Jun-2019,Miền Nam,Viettel,SP 02, 19.35 
19-Dec-2019,Miền Nam,FPT,SP 10, 485.10 
22-Jan-2020,Miền Nam,Gà Excel,SP 07, 23.27 
26-Nov-2019,Miền Bắc,VNPT,SP 03, 50.00 
08-Nov-2020,Miền Nam,Viettel,SP 03, 50.00 
15-Nov-2020,Miền Trung,FPT,SP 09, 50.00 
20-Oct-2020,Miền Trung,Gà Excel,SP 06, 30.00 
20-Feb-2019,Miền Nam,VNPT,SP 09, 73.50 
23-Nov-2019,Miền Bắc,Viettel,SP 09, 50.00 
11-Jun-2019,Miền Nam,FPT,SP 05, 68.85 
15-Dec-2019,Miền Trung,Gà Excel,SP 05, 67.47 
17-Oct-2020,Miền Trung,VNPT,SP 06, 727.50 
11-Jun-2019,Miền Nam,Viettel,SP 09, 73.88 
03-Dec-2019,Miền Trung,FPT,SP 03, 25.00 
14-Dec-2019,Miền Nam,Gà Excel,SP 02, 39.50 
09-May-2020,Miền Nam,VNPT,SP 03, 72.75 
05-Nov-2020,Miền Nam,Viettel,SP 08, 68.85 
04-Dec-2019,Miền Bắc,FPT,SP 05, 22.95 
10-Dec-2020,Miền Trung,Gà Excel,SP 06, 58.20 
12-Nov-2020,Miền Trung,VNPT,SP 04, 133.28 
04-Dec-2019,Miền Nam,Viettel,SP 03, 50.00 
26-Nov-2019,Miền Nam,FPT,SP 02, 19.95 
30-Dec-2019,Miền Bắc,Gà Excel,SP 04, 34.00 
21-Feb-2019,Miền Nam,VNPT,SP 03, 73.13 
08-Aug-2020,Miền Bắc,Viettel,SP 05, 45.44 
15-Sep-2020,Miền Bắc,FPT,SP 02, 19.95 
12-Jul-2019,Miền Bắc,Gà Excel,SP 07, 69.80 
24-Dec-2019,Miền Trung,VNPT,SP 08, 22.95 
02-Nov-2019,Miền Bắc,Viettel,SP 06, 30.00 
12-Dec-2019,Miền Bắc,FPT,SP 03, 72.75 
13-Feb-2019,Miền Nam,Gà Excel,SP 02, 59.85 
30-May-2019,Miền Trung,VNPT,SP 04, 33.15 
01-Sep-2020,Miền Trung,Viettel,SP 06, 87.75 
31-Aug-2019,Miền Bắc,FPT,SP 06, 88.20 
25-Aug-2020,Miền Nam,Gà Excel,SP 02, 38.90 
10-Dec-2019,Miền Nam,VNPT,SP 08, 22.61 
04-Aug-2019,Miền Bắc,Viettel,SP 04, 102.00 
11-Feb-2019,Miền Trung,FPT,SP 06, 526.50 
26-Dec-2020,Miền Trung,Gà Excel,SP 07, 423.00 
17-Jun-2020,Miền Nam,VNPT,SP 08, 45.90 
13-Aug-2020,Miền Nam,Viettel,SP 06, 436.50 
12-Sep-2020,Miền Nam,FPT,SP 07, 70.50 
08-Dec-2019,Miền Nam,Gà Excel,SP 06, 534.60 
01-Dec-2020,Miền Trung,VNPT,SP 10, 110.00 
17-Nov-2019,Miền Trung,Viettel,SP 01, 156.70 
05-Oct-2019,Miền Nam,FPT,SP 04, 32.98 
06-Aug-2019,Miền Trung,Gà Excel,SP 02, 19.95 
18-Aug-2020,Miền Bắc,VNPT,SP 04, 67.32 
11-Dec-2020,Miền Bắc,Viettel,SP 08, 68.85 
27-Jan-2019,Miền Nam,FPT,SP 05, 45.90 
02-Mar-2020,Miền Nam,Gà Excel,SP 08, 22.26 
24-Jan-2019,Miền Trung,VNPT,SP 06, 60.00 
16-Sep-2020,Miền Trung,Viettel,SP 09, 73.50 
06-Dec-2020,Miền Bắc,FPT,SP 08, 66.78 
23-Dec-2020,Miền Bắc,Gà Excel,SP 08, 45.44 
14-May-2019,Miền Trung,VNPT,SP 08, 22.95 
10-May-2019,Miền Nam,Viettel,SP 09, 75.00 
18-May-2019,Miền Nam,FPT,SP 06, 29.25 
22-Feb-2020,Miền Trung,Gà Excel,SP 08, 45.90 
01-Dec-2020,Miền Bắc,VNPT,SP 05, 22.49 
08-Feb-2020,Miền Bắc,Viettel,SP 05, 68.85 
24-Nov-2019,Miền Bắc,FPT,SP 03, 73.88 
19-Apr-2020,Miền Bắc,Gà Excel,SP 08, 45.90 
12-Nov-2019,Miền Trung,VNPT,SP 01, 157.50 
26-Nov-2019,Miền Nam,Viettel,SP 01, 157.50 
08-Jun-2019,Miền Trung,FPT,SP 04, 680.00 
08-Apr-2020,Miền Bắc,Gà Excel,SP 01, 239.85 
08-Nov-2020,Miền Nam,VNPT,SP 07, 70.50 
02-Apr-2019,Miền Trung,Viettel,SP 07, 68.39 
13-Apr-2019,Miền Nam,FPT,SP 08, 45.90 
28-Nov-2020,Miền Nam,Gà Excel,SP 06, 90.00 
13-Nov-2019,Miền Nam,VNPT,SP 05, 45.21 
22-Aug-2020,Miền Trung,Viettel,SP 04, 65.96 
26-Apr-2020,Miền Trung,FPT,SP 02, 39.30 
20-Nov-2019,Miền Nam,Gà Excel,SP 05, 45.90 
13-Dec-2020,Miền Bắc,VNPT,SP 09, 73.50 
05-Oct-2019,Miền Nam,Viettel,SP 02, 38.70 
08-Jan-2020,Miền Trung,FPT,SP 05, 406.90 
11-Dec-2019,Miền Nam,Gà Excel,SP 08, 290.89 
25-Feb-2020,Miền Bắc,VNPT,SP 05, 68.85 
20-Nov-2019,Miền Bắc,Viettel,SP 06, 87.30 
23-Jul-2020,Miền Nam,FPT,SP 03, 48.75 
09-Apr-2019,Miền Trung,Gà Excel,SP 05, 22.95 
15-Sep-2020,Miền Nam,VNPT,SP 06, 60.00 
21-Dec-2019,Miền Nam,Viettel,SP 04, 34.00 
18-Feb-2020,Miền Trung,FPT,SP 03, 75.00 
16-Nov-2020,Miền Trung,Gà Excel,SP 06, 60.00 
27-Feb-2019,Miền Bắc,VNPT,SP 05, 45.21 
31-May-2019,Miền Trung,Viettel,SP 07, 297.86 
15-Jan-2019,Miền Trung,FPT,SP 09, 73.88 
10-May-2019,Miền Nam,Gà Excel,SP 05, 91.80 
03-Dec-2020,Miền Nam,VNPT,SP 05, 404.84 
27-Aug-2020,Miền Nam,Viettel,SP 02, 58.35 
27-Oct-2019,Miền Trung,FPT,SP 05, 22.95 
25-Jan-2019,Miền Trung,Gà Excel,SP 08, 67.47 
09-Dec-2019,Miền Nam,VNPT,SP 03, 48.75 
20-May-2020,Miền Bắc,Viettel,SP 02, 39.30 
20-Dec-2019,Miền Bắc,FPT,SP 02, 79.80 
13-Nov-2019,Miền Nam,Gà Excel,SP 09, 425.00 
26-Nov-2020,Miền Bắc,VNPT,SP 04, 66.64 
06-Dec-2019,Miền Trung,Viettel,SP 05, 45.21 
28-Nov-2020,Miền Nam,FPT,SP 02, 19.95 
28-May-2019,Miền Trung,Gà Excel,SP 09, 50.00 
22-May-2019,Miền Trung,VNPT,SP 05, 44.98 
25-Nov-2020,Miền Trung,Viettel,SP 01, 155.90 
09-Mar-2019,Miền Nam,FPT,SP 09, 75.00 
04-Apr-2020,Miền Nam,Gà Excel,SP 01, 159.90 
22-Jun-2020,Miền Bắc,VNPT,SP 07, 70.50 
07-Nov-2019,Miền Trung,Viettel,SP 09, 24.50 
15-Aug-2019,Miền Nam,FPT,SP 08, 67.47 
17-Jan-2019,Miền Bắc,Gà Excel,SP 10, 26.95 
30-Mar-2019,Miền Trung,VNPT,SP 05, 67.47 
05-Nov-2019,Miền Bắc,Viettel,SP 06, 87.30 
14-Dec-2020,Miền Nam,FPT,SP 03, 75.00 
27-Dec-2020,Miền Trung,Gà Excel,SP 04, 33.49 
02-Nov-2019,Miền Trung,VNPT,SP 09, 50.00 
25-Dec-2019,Miền Nam,Viettel,SP 01, 232.65 
28-Oct-2019,Miền Bắc,FPT,SP 04, 33.15 
03-Nov-2020,Miền Bắc,Gà Excel,SP 02, 19.95 
15-Jul-2020,Miền Nam,VNPT,SP 02, 199.50 
27-Nov-2020,Miền Trung,Viettel,SP 08, 22.38 
10-May-2019,Miền Nam,FPT,SP 04, 100.47 
18-Nov-2019,Miền Bắc,Gà Excel,SP 01, 155.90 
18-Sep-2019,Miền Trung,VNPT,SP 02, 39.10 
29-Oct-2019,Miền Bắc,Viettel,SP 05, 45.90 
07-Dec-2019,Miền Trung,FPT,SP 02, 38.90 
03-Feb-2020,Miền Trung,Gà Excel,SP 10, 82.50 
24-Dec-2020,Miền Trung,VNPT,SP 01, 235.05 
26-Sep-2019,Miền Nam,Viettel,SP 05, 22.49 
31-Aug-2020,Miền Nam,FPT,SP 05, 45.90 
01-Sep-2019,Miền Nam,Gà Excel,SP 09, 48.50 
20-Dec-2020,Miền Nam,VNPT,SP 03, 475.00 
18-Feb-2019,Miền Trung,Viettel,SP 10, 107.80 
12-Nov-2019,Miền Nam,FPT,SP 04, 102.00 
26-Oct-2019,Miền Nam,Gà Excel,SP 08, 22.72 
01-Dec-2019,Miền Nam,VNPT,SP 07, 46.53 
07-Nov-2020,Miền Bắc,Viettel,SP 10, 80.03 
08-Feb-2019,Miền Bắc,FPT,SP 01, 232.65 
19-Sep-2019,Miền Trung,Gà Excel,SP 05, 67.82 
05-Dec-2020,Miền Bắc,VNPT,SP 01, 232.65 
08-Jul-2019,Miền Trung,Viettel,SP 03, 24.63 
25-Nov-2019,Miền Trung,FPT,SP 07, 423.00 
08-Dec-2019,Miền Trung,Gà Excel,SP 09, 50.00 
26-Oct-2019,Miền Nam,VNPT,SP 02, 58.95 
17-Dec-2019,Miền Bắc,Viettel,SP 07, 141.00 
07-Jun-2020,Miền Nam,FPT,SP 10, 54.45 
03-Mar-2019,Miền Trung,Gà Excel,SP 04, 134.64 
17-Jun-2019,Miền Nam,VNPT,SP 04, 133.28 
17-Nov-2019,Miền Nam,Viettel,SP 06, 87.30 
13-Dec-2019,Miền Nam,FPT,SP 08, 22.38 
17-Nov-2019,Miền Bắc,Gà Excel,SP 05, 45.44 
03-Feb-2019,Miền Nam,VNPT,SP 06, 30.00 
29-Nov-2020,Miền Bắc,Viettel,SP 06, 58.80 
13-Dec-2020,Miền Bắc,FPT,SP 02, 19.95 
17-Dec-2020,Miền Trung,Gà Excel,SP 07, 70.50 
08-Dec-2020,Miền Nam,VNPT,SP 10, 27.50 
29-Nov-2019,Miền Nam,Viettel,SP 02, 58.05 
07-Jul-2019,Miền Nam,FPT,SP 04, 66.64 
16-Nov-2020,Miền Bắc,Gà Excel,SP 07, 47.00 
15-Sep-2019,Miền Nam,VNPT,SP 05, 252.45 
11-Dec-2020,Miền Nam,Viettel,SP 08, 90.88 
12-May-2020,Miền Nam,FPT,SP 02, 19.95 
29-Nov-2020,Miền Nam,Gà Excel,SP 04, 102.00 
18-Dec-2020,Miền Trung,VNPT,SP 08, 44.52 
09-Nov-2019,Miền Nam,Viettel,SP 03, 73.13 
02-Dec-2019,Miền Trung,FPT,SP 01, 239.85 
18-Apr-2020,Miền Trung,Gà Excel,SP 05, 45.90 
13-Nov-2020,Miền Nam,VNPT,SP 09, 50.00 
22-Dec-2019,Miền Nam,Viettel,SP 07, 69.44 
03-Jul-2019,Miền Bắc,FPT,SP 09, 75.00 
10-Oct-2019,Miền Bắc,Gà Excel,SP 02, 19.35 
23-Nov-2020,Miền Bắc,VNPT,SP 03, 24.50 
16-Nov-2019,Miền Nam,Viettel,SP 03, 50.00 
07-Feb-2020,Miền Bắc,FPT,SP 03, 24.38 
26-Apr-2019,Miền Trung,Gà Excel,SP 05, 68.85 
20-May-2019,Miền Trung,VNPT,SP 05, 45.21 
15-Jan-2020,Miền Bắc,Viettel,SP 08, 22.95 
15-Jun-2020,Miền Nam,FPT,SP 08, 114.75 
22-Mar-2020,Miền Bắc,Gà Excel,SP 09, 49.00 
08-Apr-2019,Miền Trung,VNPT,SP 06, 88.65 
07-Nov-2020,Miền Bắc,Viettel,SP 03, 73.13 
05-Dec-2020,Miền Bắc,FPT,SP 03, 24.50 
17-Nov-2019,Miền Nam,Gà Excel,SP 09, 50.00 
21-Feb-2019,Miền Bắc,VNPT,SP 08, 22.95 
30-Sep-2019,Miền Nam,Viettel,SP 09, 50.00 
26-Nov-2019,Miền Trung,FPT,SP 07, 47.00 
13-Jul-2019,Miền Trung,Gà Excel,SP 02, 19.55 
22-Jul-2020,Miền Nam,VNPT,SP 01, 236.25 
21-Dec-2020,Miền Nam,Viettel,SP 10, 53.90 
16-Aug-2020,Miền Nam,FPT,SP 07, 69.80 
27-Mar-2020,Miền Nam,Gà Excel,SP 09, 75.00 
05-Dec-2019,Miền Nam,VNPT,SP 10, 27.50 
